,,counts,frequencies,CI
deva.Ra,र,12.0,0.24,"(0.13, 0.38)"
deva.Sa,स,15.0,0.3,"(0.18, 0.45)"
deva.Ta,त,23.0,0.46,"(0.32, 0.61)"
