,,counts,frequencies,CI
deva.Ba,ब,11.0,0.22,"(0.12, 0.36)"
deva.Gha,घ,8.0,0.16,"(0.07, 0.29)"
deva.Ra,र,31.0,0.62,"(0.47, 0.75)"
