,,counts,frequencies,CI
deva.Ba,ब,9.0,0.18,"(0.09, 0.31)"
deva.Kha,ख,20.0,0.4,"(0.26, 0.55)"
deva.Ta,त,21.0,0.42,"(0.28, 0.57)"
