,,counts,frequencies,CI
deva.A,अ,33.0,0.66,"(0.51, 0.79)"
deva.Ba,ब,9.0,0.18,"(0.09, 0.31)"
deva.Ta,त,8.0,0.16,"(0.07, 0.29)"
