,,counts,frequencies,CI
deva.A,अ,19.0,0.38,"(0.25, 0.53)"
deva.Ba,ब,14.0,0.28,"(0.16, 0.42)"
deva.Ra,र,17.0,0.34,"(0.21, 0.49)"
