,,counts,frequencies,CI
deva.Kha,ख,12.0,0.24,"(0.13, 0.38)"
deva.Sa,स,4.0,0.08,"(0.02, 0.19)"
deva.Ta,त,34.0,0.68,"(0.53, 0.8)"
