,,counts,frequencies,CI
deva.Ba,ब,14.0,0.28,"(0.16, 0.42)"
deva.Gha,घ,16.0,0.32,"(0.2, 0.47)"
deva.Ta,त,20.0,0.4,"(0.26, 0.55)"
