,,counts,frequencies,CI
deva.A,अ,24.0,0.48,"(0.34, 0.63)"
deva.Sa,स,3.0,0.06,"(0.01, 0.17)"
deva.Ssa,ष,23.0,0.46,"(0.32, 0.61)"
