,,counts,frequencies,CI
deva.Gha,घ,15.0,0.3,"(0.18, 0.45)"
deva.Sa,स,23.0,0.46,"(0.32, 0.61)"
deva.Ssa,ष,12.0,0.24,"(0.13, 0.38)"
