,,counts,frequencies,CI
deva.Ba,ब,3.0,0.06,"(0.01, 0.17)"
deva.Ra,र,46.0,0.92,"(0.81, 0.98)"
deva.Ssa,ष,1.0,0.02,"(0.0, 0.11)"
