,,counts,frequencies,CI
deva.Gha,घ,39.0,0.78,"(0.64, 0.88)"
deva.Kha,ख,7.0,0.14,"(0.06, 0.27)"
deva.Sa,स,4.0,0.08,"(0.02, 0.19)"
