,,counts,frequencies,CI
deva.Ba,ब,8.0,0.16,"(0.07, 0.29)"
deva.Sa,स,41.0,0.82,"(0.69, 0.91)"
deva.Ssa,ष,1.0,0.02,"(0.0, 0.11)"
