,,counts,frequencies,CI
deva.Gha,घ,27.0,0.54,"(0.39, 0.68)"
deva.Ra,र,15.0,0.3,"(0.18, 0.45)"
deva.Sa,स,8.0,0.16,"(0.07, 0.29)"
