,,counts,frequencies,CI
deva.A,अ,35.0,0.7,"(0.55, 0.82)"
deva.Ra,र,13.0,0.26,"(0.15, 0.4)"
deva.Sa,स,2.0,0.04,"(0.0, 0.14)"
