,,counts,frequencies,CI
deva.A,अ,31.0,0.62,"(0.47, 0.75)"
deva.Ra,र,11.0,0.22,"(0.12, 0.36)"
deva.Ta,त,8.0,0.16,"(0.07, 0.29)"
