,,counts,frequencies,CI
deva.Gha,घ,12.0,0.24,"(0.13, 0.38)"
deva.Ssa,ष,16.0,0.32,"(0.2, 0.47)"
deva.Ta,त,22.0,0.44,"(0.3, 0.59)"
