,,counts,frequencies,CI
deva.A,अ,29.0,0.58,"(0.43, 0.72)"
deva.Kha,ख,10.0,0.2,"(0.1, 0.34)"
deva.Ra,र,11.0,0.22,"(0.12, 0.36)"
