,,counts,frequencies,CI
deva.A,अ,27.0,0.54,"(0.39, 0.68)"
deva.Ba,ब,13.0,0.26,"(0.15, 0.4)"
deva.Kha,ख,10.0,0.2,"(0.1, 0.34)"
