,,counts,frequencies,CI
deva.Gha,घ,20.0,0.4,"(0.26, 0.55)"
deva.Sa,स,14.0,0.28,"(0.16, 0.42)"
deva.Ta,त,16.0,0.32,"(0.2, 0.47)"
