,,counts,frequencies,CI
deva.Ba,ब,5.0,0.1,"(0.03, 0.22)"
deva.Kha,ख,41.0,0.82,"(0.69, 0.91)"
deva.Ssa,ष,4.0,0.08,"(0.02, 0.19)"
