,pt-sans,pt-sans,pt-serif,pt-serif
,original,scaled,original,scaled
cyrl.e,38.0,38.0,36.0,38.0
cyrl.ha,8.0,8.0,8.0,8.0
cyrl.te,7.0,7.0,6.0,7.0
p-value,1.0,1.0,1.0,1.0
