,,counts,frequencies,CI
cyrl.e,э,19.0,0.38,"(0.25, 0.53)"
cyrl.er,р,21.0,0.42,"(0.28, 0.57)"
cyrl.ve,в,10.0,0.2,"(0.1, 0.34)"
