,,counts,frequencies,CI
cyrl.el,л,3.0,0.06,"(0.01, 0.17)"
cyrl.te,т,16.0,0.32,"(0.2, 0.47)"
cyrl.u,у,31.0,0.62,"(0.47, 0.75)"
