,,counts,frequencies,CI
cyrl.el,л,54.0,0.9,"(0.79, 0.96)"
cyrl.ve,в,3.0,0.05,"(0.01, 0.14)"
cyrl.ze,з,3.0,0.05,"(0.01, 0.14)"
