,,counts,frequencies,CI
cyrl.ha,х,43.0,0.86,"(0.73, 0.94)"
cyrl.ve,в,3.0,0.06,"(0.01, 0.17)"
cyrl.ze,з,4.0,0.08,"(0.02, 0.19)"
