,,counts,frequencies,CI
cyrl.er,р,31.0,0.62,"(0.47, 0.75)"
cyrl.ha,х,12.0,0.24,"(0.13, 0.38)"
cyrl.u,у,7.0,0.14,"(0.06, 0.27)"
