,,counts,frequencies,CI
cyrl.er,р,13.0,0.26,"(0.15, 0.4)"
cyrl.te,т,23.0,0.46,"(0.32, 0.61)"
cyrl.ze,з,14.0,0.28,"(0.16, 0.42)"
