,,counts,frequencies,CI
cyrl.er,р,38.0,0.76,"(0.62, 0.87)"
cyrl.ve,в,2.0,0.04,"(0.0, 0.14)"
cyrl.ze,з,10.0,0.2,"(0.1, 0.34)"
