,,counts,frequencies,CI
cyrl.er,р,3.0,0.06,"(0.01, 0.17)"
cyrl.u,у,41.0,0.82,"(0.69, 0.91)"
cyrl.ve,в,6.0,0.12,"(0.05, 0.24)"
