,,counts,frequencies,CI
cyrl.ha,х,10.0,0.17,"(0.08, 0.29)"
cyrl.te,т,9.0,0.15,"(0.07, 0.27)"
cyrl.ze,з,41.0,0.68,"(0.55, 0.8)"
