,,counts,frequencies,CI
cyrl.e,э,37.0,0.74,"(0.6, 0.85)"
cyrl.el,л,5.0,0.1,"(0.03, 0.22)"
cyrl.te,т,8.0,0.16,"(0.07, 0.29)"
