,,counts,frequencies,CI
cyrl.er,р,8.0,0.16,"(0.07, 0.29)"
cyrl.ha,х,40.0,0.8,"(0.66, 0.9)"
cyrl.ve,в,2.0,0.04,"(0.0, 0.14)"
