,,counts,frequencies,CI
cyrl.te,т,2.0,0.04,"(0.0, 0.14)"
cyrl.u,у,22.0,0.44,"(0.3, 0.59)"
cyrl.ve,в,26.0,0.52,"(0.37, 0.66)"
