,,counts,frequencies,CI
cyrl.el,л,5.0,0.08,"(0.03, 0.18)"
cyrl.u,у,17.0,0.28,"(0.17, 0.41)"
cyrl.ze,з,38.0,0.63,"(0.5, 0.75)"
