,,counts,frequencies,CI
cyrl.e,э,32.0,0.64,"(0.49, 0.77)"
cyrl.el,л,3.0,0.06,"(0.01, 0.17)"
cyrl.ha,х,15.0,0.3,"(0.18, 0.45)"
