,,counts,frequencies,CI
cyrl.el,л,6.0,0.12,"(0.05, 0.24)"
cyrl.te,т,10.0,0.2,"(0.1, 0.34)"
cyrl.ve,в,34.0,0.68,"(0.53, 0.8)"
