,,counts,frequencies,CI
cyrl.er,р,4.0,0.08,"(0.02, 0.19)"
cyrl.u,у,32.0,0.64,"(0.49, 0.77)"
cyrl.ze,з,14.0,0.28,"(0.16, 0.42)"
