,,counts,frequencies,CI
cyrl.e,э,12.0,0.24,"(0.13, 0.38)"
cyrl.ha,х,36.0,0.72,"(0.58, 0.84)"
cyrl.ve,в,2.0,0.04,"(0.0, 0.14)"
