,,counts,frequencies,CI
cyrl.er,р,8.0,0.16,"(0.07, 0.29)"
cyrl.ha,х,36.0,0.72,"(0.58, 0.84)"
cyrl.ze,з,6.0,0.12,"(0.05, 0.24)"
