,,counts,frequencies,CI
cyrl.e,э,16.0,0.32,"(0.2, 0.47)"
cyrl.er,р,6.0,0.12,"(0.05, 0.24)"
cyrl.u,у,28.0,0.56,"(0.41, 0.7)"
