,,counts,frequencies,CI
cyrl.el,л,18.0,0.36,"(0.23, 0.51)"
cyrl.ha,х,23.0,0.46,"(0.32, 0.61)"
cyrl.te,т,9.0,0.18,"(0.09, 0.31)"
