,,counts,frequencies,CI
cyrl.te,т,4.0,0.07,"(0.02, 0.16)"
cyrl.u,у,18.0,0.3,"(0.19, 0.43)"
cyrl.ze,з,38.0,0.63,"(0.5, 0.75)"
