,,counts,frequencies,CI
cyrl.el,л,10.0,0.17,"(0.08, 0.29)"
cyrl.ha,х,20.0,0.33,"(0.22, 0.47)"
cyrl.ze,з,30.0,0.5,"(0.37, 0.63)"
