,,counts,frequencies,CI
cyrl.e,э,12.0,0.24,"(0.13, 0.38)"
cyrl.er,р,6.0,0.12,"(0.05, 0.24)"
cyrl.ha,х,32.0,0.64,"(0.49, 0.77)"
