,,counts,frequencies,CI
cyrl.el,л,6.0,0.1,"(0.04, 0.21)"
cyrl.er,р,43.0,0.72,"(0.59, 0.83)"
cyrl.te,т,11.0,0.18,"(0.1, 0.3)"
