,,counts,frequencies,CI
cyrl.el,л,27.0,0.54,"(0.39, 0.68)"
cyrl.er,р,11.0,0.22,"(0.12, 0.36)"
cyrl.ze,з,12.0,0.24,"(0.13, 0.38)"
