,,counts,frequencies,CI
cyrl.ha,х,2.0,0.04,"(0.0, 0.14)"
cyrl.u,у,16.0,0.32,"(0.2, 0.47)"
cyrl.ve,в,32.0,0.64,"(0.49, 0.77)"
