,,counts,frequencies,CI
cyrl.el,л,5.0,0.08,"(0.03, 0.18)"
cyrl.te,т,12.0,0.2,"(0.11, 0.32)"
cyrl.ze,з,43.0,0.72,"(0.59, 0.83)"
