,,counts,frequencies,CI
cyrl.ha,х,16.0,0.27,"(0.16, 0.4)"
cyrl.te,т,14.0,0.23,"(0.13, 0.36)"
cyrl.ve,в,30.0,0.5,"(0.37, 0.63)"
