,,counts,frequencies,CI
cyrl.e,э,17.0,0.28,"(0.17, 0.41)"
cyrl.el,л,36.0,0.6,"(0.47, 0.72)"
cyrl.ve,в,7.0,0.12,"(0.05, 0.23)"
