,,counts,frequencies,CI
cyrl.er,р,3.0,0.04,"(0.01, 0.12)"
cyrl.es,с,23.0,0.33,"(0.22, 0.46)"
cyrl.u,у,43.0,0.62,"(0.5, 0.74)"
