,,counts,frequencies,CI
cyrl.er,р,11.0,0.16,"(0.08, 0.27)"
cyrl.yu,ю,1.0,0.01,"(0.0, 0.08)"
cyrl.zhe,ж,57.0,0.83,"(0.72, 0.91)"
