,,counts,frequencies,CI
cyrl.em,м,2.0,0.03,"(0.0, 0.1)"
cyrl.er,р,53.0,0.77,"(0.65, 0.86)"
cyrl.zhe,ж,14.0,0.2,"(0.12, 0.32)"
