,,counts,frequencies,CI
cyrl.er,р,8.0,0.12,"(0.05, 0.22)"
cyrl.short-i,й,57.0,0.83,"(0.72, 0.91)"
cyrl.yu,ю,4.0,0.06,"(0.02, 0.14)"
