,,counts,frequencies,CI
cyrl.ef,ф,35.0,0.51,"(0.38, 0.63)"
cyrl.short-i,й,26.0,0.38,"(0.26, 0.5)"
cyrl.zhe,ж,8.0,0.12,"(0.05, 0.22)"
