,,counts,frequencies,CI
cyrl.ef,ф,11.0,0.16,"(0.08, 0.27)"
cyrl.er,р,2.0,0.03,"(0.0, 0.1)"
cyrl.u,у,56.0,0.81,"(0.7, 0.9)"
