,,counts,frequencies,CI
cyrl.er,р,5.0,0.07,"(0.02, 0.16)"
cyrl.u,у,48.0,0.7,"(0.57, 0.8)"
cyrl.yu,ю,16.0,0.23,"(0.14, 0.35)"
