,,counts,frequencies,CI
cyrl.ef,ф,55.0,0.8,"(0.68, 0.88)"
cyrl.em,м,5.0,0.07,"(0.02, 0.16)"
cyrl.zhe,ж,9.0,0.13,"(0.06, 0.23)"
