,,counts,frequencies,CI
cyrl.ef,ф,9.0,0.13,"(0.06, 0.23)"
cyrl.em,м,57.0,0.83,"(0.72, 0.91)"
cyrl.yu,ю,3.0,0.04,"(0.01, 0.12)"
