,,counts,frequencies,CI
cyrl.em,м,1.0,0.01,"(0.0, 0.08)"
cyrl.es,с,51.0,0.74,"(0.62, 0.84)"
cyrl.zhe,ж,17.0,0.25,"(0.15, 0.36)"
