,,counts,frequencies,CI
cyrl.ef,ф,43.0,0.62,"(0.5, 0.74)"
cyrl.em,м,20.0,0.29,"(0.19, 0.41)"
cyrl.u,у,6.0,0.09,"(0.03, 0.18)"
