,,counts,frequencies,CI
cyrl.em,м,11.0,0.16,"(0.08, 0.27)"
cyrl.short-i,й,14.0,0.2,"(0.12, 0.32)"
cyrl.u,у,44.0,0.64,"(0.51, 0.75)"
