,,counts,frequencies,CI
cyrl.em,м,35.0,0.51,"(0.38, 0.63)"
cyrl.er,р,27.0,0.39,"(0.28, 0.52)"
cyrl.u,у,7.0,0.1,"(0.04, 0.2)"
