,,counts,frequencies,CI
cyrl.ef,ф,8.0,0.12,"(0.05, 0.22)"
cyrl.u,у,54.0,0.78,"(0.67, 0.87)"
cyrl.yu,ю,7.0,0.1,"(0.04, 0.2)"
